id,name,generation,types,height_dm,weight_hg,base_experience,hp,attack,defense,special_attack,special_defense,speed,total_stats,abilities,hidden_ability,species_color,species_shape,habitat,growth_rate,capture_rate,base_happiness,hatch_counter,is_baby,is_legendary,is_mythical,has_gender_differences,gender_rate,forms_switchable,evolution_chain_id,evolves_from,flavor_text_en,sprite_url
249,lugia,2,"psychic,flying",52,2160,306,106,90,130,90,154,110,680,pressure,multiscale,white,wings,rare,slow,3,0,120,False,True,False,False,-1,False,127,,It is said that it quietly spends its time deep at the bottom of the sea because its powers are too strong.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/249.png
250,ho-oh,2,"fire,flying",38,1990,306,106,130,90,110,154,90,680,pressure,regenerator,red,wings,rare,slow,3,0,120,False,True,False,False,-1,False,128,,Legends claim this POKéMON flies the world's skies con­ tinuously on its magnificent seven- colored wings.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/250.png
251,celebi,2,"psychic,grass",6,50,270,100,100,100,100,100,100,600,natural-cure,,green,humanoid,forest,medium-slow,45,100,120,False,False,True,False,-1,False,129,,This POKéMON wan­ ders across time. Grass and trees flourish in the forests in which it has appeared.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/251.png
252,treecko,3,grass,5,50,62,40,45,35,65,55,70,310,overgrow,unburden,green,upright,forest,medium-slow,45,70,20,False,False,False,False,1,False,130,,TREECKO has small hooks on the bottom of its feet that enable it to scale vertical walls. This POKéMON attacks by slamming foes with its thick tail.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/252.png
253,grovyle,3,grass,9,216,142,50,65,45,85,65,95,405,overgrow,unburden,green,upright,forest,medium-slow,45,70,20,False,False,False,False,1,False,130,treecko,The leaves growing out of GROVYLE’s body are convenient for camouflaging it from enemies in the forest. This POKéMON is a master at climbing trees in jungles.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/253.png
254,sceptile,3,grass,17,522,239,70,85,65,105,85,120,530,overgrow,unburden,green,upright,forest,medium-slow,45,70,20,False,False,False,False,1,True,130,grovyle,The leaves growing on SCEPTILE’s body are very sharp edged. This POKéMON is very agile - it leaps all over the branches of trees and jumps on its foe from above or behind.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/254.png
255,torchic,3,fire,4,25,62,45,60,40,70,50,45,310,blaze,speed-boost,red,legs,grassland,medium-slow,45,70,20,False,False,False,True,1,False,131,,"TORCHIC sticks with its TRAINER, following behind with unsteady steps. This POKéMON breathes fire of over 1,800 degrees F, including fireballs that leave the foe scorched black.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/255.png
256,combusken,3,"fire,fighting",9,195,142,60,85,60,85,60,55,405,blaze,speed-boost,red,upright,grassland,medium-slow,45,70,20,False,False,False,True,1,False,131,torchic,"COMBUSKEN toughens up its legs and thighs by running through fields and mountains. This POKéMON’s legs possess both speed and power, enabling it to dole out ten kicks in one second.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/256.png
257,blaziken,3,"fire,fighting",19,520,239,80,120,70,110,70,80,530,blaze,speed-boost,red,upright,grassland,medium-slow,45,70,20,False,False,False,True,1,True,131,combusken,"In battle, BLAZIKEN blows out intense flames from its wrists and attacks foes courageously. The stronger the foe, the more intensely this POKéMON’s wrists burn.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/257.png
258,mudkip,3,water,4,76,62,50,70,50,50,50,40,310,torrent,damp,blue,quadruped,waters-edge,medium-slow,45,70,20,False,False,False,False,1,False,132,,"The fin on MUDKIP’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this POKéMON can determine what is taking place around it without using its eyes.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/258.png
259,marshtomp,3,"water,ground",7,280,142,70,85,70,60,70,50,405,torrent,damp,blue,upright,waters-edge,medium-slow,45,70,20,False,False,False,False,1,False,132,mudkip,"The surface of MARSHTOMP’s body is enveloped by a thin, sticky film that enables it to live on land. This POKéMON plays in mud on beaches when the ocean tide is low.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/259.png
260,swampert,3,"water,ground",15,819,241,100,110,90,85,90,60,535,torrent,damp,blue,upright,waters-edge,medium-slow,45,70,20,False,False,False,False,1,True,132,marshtomp,SWAMPERT is very strong. It has enough power to easily drag a boulder weighing more than a ton. This POKéMON also has powerful vision that lets it see even in murky water.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/260.png
261,poochyena,3,dark,5,136,56,35,55,35,30,30,35,220,"run-away,quick-feet",rattled,gray,quadruped,grassland,medium,255,70,15,False,False,False,False,4,False,133,,"At first sight, POOCHYENA takes a bite at anything that moves. This POKéMON chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/261.png
262,mightyena,3,dark,10,370,147,70,90,70,60,60,70,420,"intimidate,quick-feet",moxie,gray,quadruped,grassland,medium,127,70,15,False,False,False,False,4,False,133,poochyena,MIGHTYENA gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This POKéMON will bite savagely with its sharply pointed fangs.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/262.png
263,zigzagoon,3,normal,4,175,56,38,30,41,30,41,60,240,"pickup,gluttony",quick-feet,brown,quadruped,grassland,medium,255,70,15,False,False,False,False,4,False,134,,ZIGZAGOON restlessly wanders everywhere at all times. This POKéMON does so because it is very curious. It becomes interested in anything that it happens to see.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/263.png
264,linoone,3,normal,5,325,147,78,70,61,50,61,100,420,"pickup,gluttony",quick-feet,white,quadruped,grassland,medium,90,70,15,False,False,False,False,4,False,134,zigzagoon,"LINOONE always runs full speed and only in straight lines. If facing an obstacle, it makes a right-angle turn to evade it. This POKéMON is very challenged by gently curving roads.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/264.png
265,wurmple,3,bug,3,36,56,45,45,35,20,30,20,195,shield-dust,run-away,red,armor,forest,medium,255,70,15,False,False,False,False,4,False,135,,"Using the spikes on its rear end,   WURMPLE peels the bark off trees and feeds on the sap that oozes out. This POKéMON’s feet are tipped with suction pads that allow it to cling to glass without slipping.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/265.png
266,silcoon,3,bug,6,100,72,50,35,55,25,25,15,205,shed-skin,,white,ball,forest,medium,120,70,15,False,False,False,False,4,False,135,wurmple,"SILCOON tethers itself to a tree branch using silk to keep from falling. There,  this POKéMON hangs quietly while it awaits evolution. It peers out of the silk cocoon through a small hole.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/266.png
267,beautifly,3,"bug,flying",10,284,178,60,70,50,100,50,65,395,swarm,rivalry,yellow,bug-wings,forest,medium,45,70,15,False,False,False,True,4,False,135,silcoon,"BEAUTIFLY’s favorite food is the sweet pollen of flowers. If you want to see this POKéMON, just leave a potted flower by an open window. BEAUTIFLY is sure to come looking for pollen.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/267.png
268,cascoon,3,bug,7,115,72,50,35,55,25,25,15,205,shed-skin,,purple,ball,forest,medium,120,70,15,False,False,False,False,4,False,135,wurmple,"CASCOON makes its protective cocoon by wrapping its body entirely with a fine silk from its mouth. Once the silk goes around its body, it hardens. This POKéMON prepares for its evolution inside the cocoon.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/268.png
269,dustox,3,"bug,poison",12,316,173,60,50,70,50,90,65,385,shield-dust,compound-eyes,green,bug-wings,forest,medium,45,70,15,False,False,False,True,4,False,135,cascoon,"DUSTOX is instinctively drawn to light. Swarms of this POKéMON are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/269.png
270,lotad,3,"water,grass",5,26,44,40,30,30,40,50,30,220,"swift-swim,rain-dish",own-tempo,green,armor,waters-edge,medium-slow,255,70,15,False,False,False,False,4,False,136,,"It searches about for clean water. If it does not drink water for too long, the leaf on its head wilts.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/270.png
271,lombre,3,"water,grass",12,325,119,60,50,50,60,70,50,340,"swift-swim,rain-dish",own-tempo,green,humanoid,waters-edge,medium-slow,120,70,15,False,False,False,False,4,False,136,lotad,It lives at the water’s edge where it is sunny. It sleeps on a bed of water grass by day and becomes active at night.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/271.png
272,ludicolo,3,"water,grass",15,550,216,80,70,70,90,100,70,480,"swift-swim,rain-dish",own-tempo,green,humanoid,waters-edge,medium-slow,45,70,15,False,False,False,True,4,False,136,lombre,"LUDICOLO begins dancing as soon as it hears cheerful, festive music. This POKéMON is said to appear when it hears the singing of children on hiking outings.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/272.png
273,seedot,3,grass,5,40,44,40,40,50,30,30,30,220,"chlorophyll,early-bird",pickpocket,brown,legs,forest,medium-slow,255,70,15,False,False,False,False,4,False,137,,"SEEDOT attaches itself to a tree branch using the top of its head. It sucks moisture from the tree while hanging off the branch. The more water it drinks, the glossier this POKéMON’s body becomes.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/273.png
274,nuzleaf,3,"grass,dark",10,280,119,70,70,40,60,40,60,340,"chlorophyll,early-bird",pickpocket,brown,humanoid,forest,medium-slow,120,70,15,False,False,False,True,4,False,137,seedot,NUZLEAF live in densely overgrown forests. They occasionally venture out of the forest to startle people. This POKéMON dislikes having its long nose pinched.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/274.png
275,shiftry,3,"grass,dark",13,596,216,90,100,60,90,60,80,480,"chlorophyll,wind-rider",pickpocket,brown,humanoid,forest,medium-slow,45,70,15,False,False,False,True,4,False,137,nuzleaf,It lives quietly in the deep forest. It is said to create chilly winter winds with the fans it holds.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/275.png
276,taillow,3,"normal,flying",3,23,54,40,55,30,30,30,85,270,guts,scrappy,blue,wings,grassland,medium-slow,200,70,15,False,False,False,False,4,False,138,,"TAILLOW courageously stands its ground against foes, however strong they may be. This gutsy POKéMON will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/276.png
277,swellow,3,"normal,flying",7,198,159,60,85,60,75,50,125,455,guts,scrappy,blue,wings,grassland,medium-slow,45,70,15,False,False,False,False,4,False,138,taillow,"SWELLOW flies high above our heads, making graceful arcs in the sky. This POKéMON dives at a steep angle as soon as it spots its prey. The hapless prey is tightly grasped by SWELLOW’s clawed feet, preventing escape.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/277.png
278,wingull,3,"water,flying",6,95,54,40,30,30,55,30,85,270,"keen-eye,hydration",rain-dish,white,wings,sea,medium,190,70,20,False,False,False,False,4,False,139,,WINGULL has the habit of carrying prey and valuables in its beak and hiding them in all sorts of locations. This POKéMON rides the winds and flies as if it were skating across the sky.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/278.png
279,pelipper,3,"water,flying",12,280,154,60,50,100,95,70,65,440,"keen-eye,drizzle",rain-dish,yellow,wings,sea,medium,45,70,20,False,False,False,False,4,False,139,wingull,"It is a messenger of the skies, carrying small Pokémon and eggs to safety in its bill.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/279.png
280,ralts,3,"psychic,fairy",4,66,40,28,25,25,45,35,40,198,"synchronize,trace",telepathy,white,humanoid,urban,slow,235,35,20,False,False,False,False,4,False,140,,"RALTS senses the emotions of people using the horns on its head. This POKéMON rarely appears before people. But when it does, it draws closer if it senses that the person has a positive disposition.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/280.png
281,kirlia,3,"psychic,fairy",8,202,97,38,35,35,65,55,50,278,"synchronize,trace",telepathy,white,humanoid,urban,slow,120,35,20,False,False,False,False,4,False,140,ralts,It is said that a KIRLIA that is exposed to the positive emotions of its TRAINER grows beautiful. This POKéMON controls psychokinetic powers with its highly developed brain.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/281.png
282,gardevoir,3,"psychic,fairy",16,484,233,68,65,65,125,115,80,518,"synchronize,trace",telepathy,white,humanoid,urban,slow,45,35,20,False,False,False,False,4,True,140,kirlia,"GARDEVOIR has the ability to read the future. If it senses impending danger to its TRAINER, this POKéMON is said to unleash its psychokinetic energy at full power.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/282.png
283,surskit,3,"bug,water",5,17,54,40,30,32,50,52,65,269,swift-swim,rain-dish,blue,armor,waters-edge,medium,200,70,15,False,False,False,False,4,False,141,,"From the tips of its feet, SURSKIT secretes an oil that enables it to walk on water as if it were skating. This POKéMON feeds on microscopic organisms in ponds and lakes.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/283.png
